Nt,Nv,Nh,Lambdal,Lambdah,LambdalMin,LambdalMax,LambdahMin,LambdahMax,Delta,Kappa,Nu,M0,Sigma,T
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,2.0,2.05,10000.0,0.55,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,2.0,2.05,10000.0,0.775,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,2.0,2.05,10000.0,1.0,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,2.0,2.525,10000.0,0.1,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,2.0,2.525,10000.0,0.325,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,2.0,2.525,10000.0,0.55,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,2.0,2.525,10000.0,0.775,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,2.0,2.525,10000.0,1.0,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,2.0,3.0,10000.0,0.1,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,2.0,3.0,10000.0,0.325,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,2.0,3.0,10000.0,0.55,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,2.0,3.0,10000.0,0.775,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,2.0,3.0,10000.0,1.0,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,2.5,1.1,10000.0,0.1,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,2.5,1.1,10000.0,0.325,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,2.5,1.1,10000.0,0.55,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,2.5,1.1,10000.0,0.775,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,2.5,1.1,10000.0,1.0,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,2.5,1.575,10000.0,0.1,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,2.5,1.575,10000.0,0.325,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,2.5,1.575,10000.0,0.55,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,2.5,1.575,10000.0,0.775,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,2.5,1.575,10000.0,1.0,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,2.5,2.05,10000.0,0.1,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,2.5,2.05,10000.0,0.325,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,2.5,2.05,10000.0,0.55,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,2.5,2.05,10000.0,0.775,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,2.5,2.05,10000.0,1.0,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,2.5,2.525,10000.0,0.1,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,2.5,2.525,10000.0,0.325,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,2.5,2.525,10000.0,0.55,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,2.5,2.525,10000.0,0.775,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,2.5,2.525,10000.0,1.0,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,2.5,3.0,10000.0,0.1,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,2.5,3.0,10000.0,0.325,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,2.5,3.0,10000.0,0.55,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,2.5,3.0,10000.0,0.775,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,2.5,3.0,10000.0,1.0,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,3.0,1.1,10000.0,0.1,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,3.0,1.1,10000.0,0.325,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,3.0,1.1,10000.0,0.55,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,3.0,1.1,10000.0,0.775,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,3.0,1.1,10000.0,1.0,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,3.0,1.575,10000.0,0.1,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,3.0,1.575,10000.0,0.325,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,3.0,1.575,10000.0,0.55,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,3.0,1.575,10000.0,0.775,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,3.0,1.575,10000.0,1.0,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,3.0,2.05,10000.0,0.1,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,3.0,2.05,10000.0,0.325,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,3.0,2.05,10000.0,0.55,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,3.0,2.05,10000.0,0.775,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,3.0,2.05,10000.0,1.0,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,3.0,2.525,10000.0,0.1,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,3.0,2.525,10000.0,0.325,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,3.0,2.525,10000.0,0.55,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,3.0,2.525,10000.0,0.775,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,3.0,2.525,10000.0,1.0,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,3.0,3.0,10000.0,0.1,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,3.0,3.0,10000.0,0.325,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,3.0,3.0,10000.0,0.55,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,3.0,3.0,10000.0,0.775,3600000
1,1,7,20.0,15.0,5.0,40.0,5.0,40.0,0.1,3.0,3.0,10000.0,1.0,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.0,1.1,10000.0,0.1,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.0,1.1,10000.0,0.325,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.0,1.1,10000.0,0.55,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.0,1.1,10000.0,0.775,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.0,1.1,10000.0,1.0,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.0,1.575,10000.0,0.1,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.0,1.575,10000.0,0.325,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.0,1.575,10000.0,0.55,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.0,1.575,10000.0,0.775,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.0,1.575,10000.0,1.0,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.0,2.05,10000.0,0.1,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.0,2.05,10000.0,0.325,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.0,2.05,10000.0,0.55,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.0,2.05,10000.0,0.775,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.0,2.05,10000.0,1.0,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.0,2.525,10000.0,0.1,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.0,2.525,10000.0,0.325,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.0,2.525,10000.0,0.55,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.0,2.525,10000.0,0.775,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.0,2.525,10000.0,1.0,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.0,3.0,10000.0,0.1,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.0,3.0,10000.0,0.325,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.0,3.0,10000.0,0.55,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.0,3.0,10000.0,0.775,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.0,3.0,10000.0,1.0,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,1.1,10000.0,0.1,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,1.1,10000.0,0.325,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,1.1,10000.0,0.55,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,1.1,10000.0,0.775,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,1.1,10000.0,1.0,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,1.575,10000.0,0.1,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,1.575,10000.0,0.325,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,1.575,10000.0,0.55,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,1.575,10000.0,0.775,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,1.575,10000.0,1.0,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,2.05,10000.0,0.1,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,2.05,10000.0,0.325,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,2.05,10000.0,0.55,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,2.05,10000.0,0.775,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,2.05,10000.0,1.0,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,2.525,10000.0,0.1,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,2.525,10000.0,0.325,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,2.525,10000.0,0.55,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,2.525,10000.0,0.775,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,2.525,10000.0,1.0,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,3.0,10000.0,0.1,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,3.0,10000.0,0.325,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,3.0,10000.0,0.55,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,3.0,10000.0,0.775,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,3.0,10000.0,1.0,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,1.1,10000.0,0.1,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,1.1,10000.0,0.325,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,1.1,10000.0,0.55,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,1.1,10000.0,0.775,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,1.1,10000.0,1.0,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,1.575,10000.0,0.1,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,1.575,10000.0,0.325,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,1.575,10000.0,0.55,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,1.575,10000.0,0.775,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,1.575,10000.0,1.0,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,2.05,10000.0,0.1,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,2.05,10000.0,0.325,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,2.05,10000.0,0.55,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,2.05,10000.0,0.775,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,2.05,10000.0,1.0,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,2.525,10000.0,0.1,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,2.525,10000.0,0.325,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,2.525,10000.0,0.55,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,2.525,10000.0,0.775,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,2.525,10000.0,1.0,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,3.0,10000.0,0.1,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,3.0,10000.0,0.325,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,3.0,10000.0,0.55,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,3.0,10000.0,0.775,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,3.0,10000.0,1.0,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,1.1,10000.0,0.1,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,1.1,10000.0,0.325,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,1.1,10000.0,0.55,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,1.1,10000.0,0.775,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,1.1,10000.0,1.0,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,1.575,10000.0,0.1,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,1.575,10000.0,0.325,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,1.575,10000.0,0.55,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,1.575,10000.0,0.775,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,1.575,10000.0,1.0,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.05,10000.0,0.1,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.05,10000.0,0.325,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.05,10000.0,0.55,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.05,10000.0,0.775,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.05,10000.0,1.0,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.525,10000.0,0.1,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.525,10000.0,0.325,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.525,10000.0,0.55,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.525,10000.0,0.775,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.525,10000.0,1.0,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,3.0,10000.0,0.1,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,3.0,10000.0,0.325,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,3.0,10000.0,0.55,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,3.0,10000.0,0.775,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,3.0,10000.0,1.0,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,1.1,10000.0,0.1,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,1.1,10000.0,0.325,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,1.1,10000.0,0.55,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,1.1,10000.0,0.775,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,1.1,10000.0,1.0,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,1.575,10000.0,0.1,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,1.575,10000.0,0.325,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,1.575,10000.0,0.55,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,1.575,10000.0,0.775,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,1.575,10000.0,1.0,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.05,10000.0,0.1,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.05,10000.0,0.325,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.05,10000.0,0.55,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.05,10000.0,0.775,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.05,10000.0,1.0,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.525,10000.0,0.1,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.525,10000.0,0.325,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.525,10000.0,0.55,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.525,10000.0,0.775,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.525,10000.0,1.0,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,3.0,10000.0,0.1,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,3.0,10000.0,0.325,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,3.0,10000.0,0.55,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,3.0,10000.0,0.775,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,3.0,10000.0,1.0,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,1.1,10000.0,0.1,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,1.1,10000.0,0.325,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,1.1,10000.0,0.55,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,1.1,10000.0,0.775,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,1.1,10000.0,1.0,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,1.575,10000.0,0.1,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,1.575,10000.0,0.325,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,1.575,10000.0,0.55,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,1.575,10000.0,0.775,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,1.575,10000.0,1.0,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,2.05,10000.0,0.1,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,2.05,10000.0,0.325,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,2.05,10000.0,0.55,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,2.05,10000.0,0.775,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,2.05,10000.0,1.0,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,2.525,10000.0,0.1,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,2.525,10000.0,0.325,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,2.525,10000.0,0.55,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,2.525,10000.0,0.775,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,2.525,10000.0,1.0,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,3.0,10000.0,0.1,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,3.0,10000.0,0.325,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,3.0,10000.0,0.55,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,3.0,10000.0,0.775,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,3.0,10000.0,1.0,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.5,1.1,10000.0,0.1,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.5,1.1,10000.0,0.325,3600000
1,1,9,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.5,1.1,10000.0,0.55,3600000
